21.25	5.136	
21.31	4.668	
21.37	6.063	
21.44	4.361	
21.5	5.911	
21.56	5.18	
21.63	4.345	
21.69	5.898	
21.75	4.407	
21.82	5.529	
21.88	5.426	
21.94	4.342	
22.01	5.866	
22.07	4.391	
22.13	5.281	
22.2	5.603	
22.26	4.59	
22.32	5.907	
22.39	4.895	
22.45	5.057	
22.51	5.727	
22.58	4.324	
22.64	6.262	
22.71	4.692	
22.77	5.334	
22.83	5.591	
22.9	4.339	
22.96	5.882	
23.02	4.48	
23.08	5.194	
23.15	5.872	
23.21	4.079	
23.28	5.905	
23.34	4.958	
23.4	4.675	
23.47	6.037	
23.53	4.215	
23.59	5.912	
23.66	4.733	
23.72	4.779	
23.78	5.587	
23.85	4.218	
23.91	5.762	
23.97	5.202	
24.04	4.903	
24.1	6.104	
24.16	4.357	
24.23	5.837	
24.29	5.104	
24.35	4.789	
24.42	5.761	
24.48	4.449	
24.54	5.629	
24.61	5.243	
24.67	4.586	
24.73	6.147	
24.8	4.118	
24.86	5.887	
24.92	5.254	
24.99	4.434	
25.05	6.044	
25.11	4.274	
25.18	5.357	
25.24	5.669	
25.3	4.525	
25.37	5.693	
25.43	4.757	
25.49	5.123	
25.56	5.301	
25.62	4.286	
25.68	6.139	
25.75	4.476	
25.81	5.645	
25.88	5.611	
25.94	4.417	
26.0	6.239	
26.06	4.459	
26.13	5.393	
26.19	5.626	
26.26	4.323	
26.32	5.83	
26.38	4.942	
26.45	4.838	
26.51	5.96	
26.57	4.105	
26.64	6.271	
26.7	4.606	
26.76	4.83	
26.82	5.565	
26.89	4.229	
26.95	5.992	
27.02	4.858	
27.08	4.962	
27.14	5.986	
27.21	4.09	
27.27	5.945	
27.33	4.847	
27.4	4.608	
27.46	5.938	
27.52	4.199	
27.59	6.107	
27.65	4.972	
27.71	4.827	
27.78	6.218	
27.84	4.328	
27.9	5.811	
27.97	5.04	
28.03	4.441	
28.09	5.952	
28.16	4.151	
28.22	5.513	
28.28	5.556	
28.35	4.505	
28.41	5.86	
28.47	4.64	
28.54	5.011	
28.6	5.284	
28.66	4.214	
28.73	6.37	
28.79	4.505	
28.85	5.688	
28.92	5.673	
28.98	4.574	
29.04	6.305	
29.11	4.185	
29.17	5.513	
29.23	5.614	
29.3	4.262	
29.36	5.873	
29.42	4.682	
29.49	4.903	
29.55	5.991	
29.62	4.214	
29.68	6.182	
29.74	4.53	
29.8	4.887	
29.87	5.897	
29.93	4.348	
29.99	5.839	
30.06	4.715	
30.12	4.717	
30.18	5.782	
30.25	4.017	
30.31	5.802	
30.38	5.46	
30.44	4.782	
30.5	6.384	
30.57	4.282	
30.63	6.079	
30.69	5.157	
30.76	5.029	
30.82	6.162	
30.88	4.108	
30.95	5.799	
31.01	4.872	
31.07	4.5	
31.14	6.024	
31.2	4.098	
31.26	5.614	
31.33	5.324	
31.39	4.413	
31.45	5.663	
31.52	4.522	
31.58	5.384	
31.64	5.894	
31.71	4.624	
31.77	6.329	
31.83	4.49	
31.9	5.605	
31.96	5.38	
32.02	4.456	
32.09	5.977	
32.15	4.568	
32.21	5.535	
32.28	5.411	
32.34	4.27	
32.4	5.614	
32.47	4.612	
32.53	5.04	
32.59	5.628	
32.66	4.082	
32.72	6.222	
32.78	4.667	
32.85	5.161	
32.91	6.092	
32.97	4.182	
33.04	6.24	
33.1	4.58	
33.16	4.999	
33.23	5.405	
33.29	4.433	
33.36	5.653	
33.42	5.176	
33.48	4.932	
33.55	5.734	
33.61	4.053	
33.67	6.011	
33.73	4.396	
33.8	4.982	
33.86	5.82	
33.92	4.28	
33.99	6.021	
34.05	4.984	
34.12	4.783	
34.18	6.254	
34.24	4.197	
34.31	6.032	
34.37	4.969	
34.43	4.48	
34.49	5.839	
34.56	4.219	
34.62	5.585	
34.69	5.286	
34.75	4.546	
34.81	6.071	
34.88	4.159	
34.94	5.541	
35.0	4.807	
35.07	4.748	
35.13	6.178	
35.19	4.776	
35.26	6.011	
35.32	5.658	
35.38	4.718	
35.45	6.059	
35.51	4.575	
35.57	5.397	
35.64	5.47	
35.7	4.232	
35.76	6.159	
35.83	4.273	
35.89	5.313	
35.95	5.495	
36.02	4.45	
36.08	6.125	
36.14	4.379	
36.21	5.284	
36.27	5.229	
36.33	4.563	
36.4	5.689	
36.46	4.94	
36.52	4.881	
36.59	5.761	
36.65	3.957	
36.71	6.106	
36.78	4.211	
36.84	5.286	
36.9	5.874	
36.97	4.397	
37.03	6.29	
37.09	4.831	
37.16	5.259	
37.22	6.007	
37.28	4.247	
37.35	5.905	
37.41	4.986	
37.47	4.652	
37.54	5.963	
37.6	4.187	
37.67	5.914	
37.73	4.957	
37.79	4.719	
37.85	5.809	
37.92	4.11	
37.98	5.715	
38.04	5.236	
38.11	4.822	
38.17	6.034	
38.24	4.151	
38.3	5.769	
38.36	5.07	
38.42	4.668	
38.49	5.748	
38.55	4.684	
38.62	5.44	
38.68	5.579	
38.74	4.19	
38.81	6.353	
38.87	4.18	
38.93	5.815	
39.0	5.328	
39.06	4.304	
39.12	5.967	
39.19	4.363	
39.25	5.419	
39.31	5.665	
39.38	4.364	
39.44	5.799	
39.5	4.766	
39.57	4.964	
39.63	5.459	
39.69	4.362	
39.76	5.912	
39.82	4.802	
39.88	5.277	
39.95	5.806	
40.01	4.076	
40.07	6.315	
40.14	4.451	
40.2	5.285	
40.26	5.567	
40.33	4.297	
40.39	5.874	
40.45	5.041	
40.52	4.639	
40.58	6.065	
40.64	4.154	
40.71	6.108	
40.77	4.555	
40.83	4.776	
40.9	5.555	
40.96	4.335	
41.02	5.789	
41.09	5.053	
41.15	4.775	
41.21	5.978	
41.28	4.208	
41.34	5.754	
41.4	4.879	
41.47	4.739	
41.53	5.994	
41.59	4.63	
41.66	6.028	
41.72	5.261	
41.79	4.669	
41.85	6.37	
41.91	4.305	
41.98	5.857	
42.04	5.132	
42.1	4.459	
42.16	5.988	
42.23	4.322	
42.29	5.363	
42.36	5.517	
42.42	4.505	
42.48	5.781	
42.55	4.442	
42.61	5.142	
42.67	5.203	
42.74	4.39	
42.8	6.208	
42.86	4.323	
42.93	5.593	
42.99	5.351	
43.05	4.267	
